current_bmi,activity_level,fitness_goal,age,gender,target_bmi
15.7,sedentary,aggressive weight gain,56,female,22.3
15.7,active,moderate weight gain,32,male,19.0
16.7,moderate,lean muscle gain,53,female,21.1
17.6,active,aggressive weight gain,51,male,20.8
16.6,active,lean muscle gain,22,male,18.8
15.4,sedentary,lean muscle gain,23,male,23.4
17.5,very active,lean muscle gain,37,male,19.8
18.0,active,extreme weight gain,29,female,18.8
17.5,sedentary,lean muscle gain,30,male,22.6
17.1,very active,mild weight gain,44,male,24.2
15.6,moderate,extreme weight gain,56,female,20.9
17.6,very active,mild weight gain,33,male,21.0
16.4,moderate,moderate weight gain,26,male,23.3
18.2,sedentary,mild weight gain,21,female,18.8
16.0,very active,lean muscle gain,55,male,23.1
16.7,active,mild weight gain,58,male,21.8
17.8,moderate,mild weight gain,64,male,23.0
15.4,sedentary,mild weight gain,51,male,23.9
15.2,active,extreme weight gain,20,male,19.4
17.4,very active,mild weight gain,34,male,23.2
16.6,active,moderate weight gain,36,male,21.7
17.9,light,mild weight gain,31,female,18.6
16.5,moderate,lean muscle gain,36,female,20.0
16.9,moderate,lean muscle gain,18,male,24.7
17.4,very active,aggressive weight gain,36,female,24.0
15.8,sedentary,extreme weight gain,48,female,24.1
17.1,moderate,mild weight gain,54,female,20.5
15.9,moderate,moderate weight gain,33,male,22.5
18.1,active,mild weight gain,29,female,18.6
16.3,active,mild weight gain,23,male,19.7
16.5,very active,aggressive weight gain,50,female,24.1
15.3,very active,aggressive weight gain,19,female,20.6
16.3,very active,extreme weight gain,24,male,24.5
15.4,very active,extreme weight gain,46,female,23.5
15.9,sedentary,moderate weight gain,46,female,21.3
15.6,very active,extreme weight gain,58,male,24.7
15.6,sedentary,aggressive weight gain,29,male,22.2
15.9,sedentary,aggressive weight gain,33,female,19.8
16.0,light,aggressive weight gain,56,male,22.7
15.3,moderate,mild weight gain,37,female,24.6
16.6,light,lean muscle gain,51,female,19.1
18.3,light,mild weight gain,50,female,20.1
17.1,active,aggressive weight gain,19,male,20.5
15.6,sedentary,moderate weight gain,32,male,19.2
17.5,moderate,extreme weight gain,51,female,24.2
17.3,sedentary,lean muscle gain,21,male,21.1
15.9,sedentary,moderate weight gain,53,male,21.4
17.9,sedentary,moderate weight gain,44,female,19.7
16.1,very active,mild weight gain,45,male,24.2
15.9,sedentary,aggressive weight gain,43,male,21.3
17.0,sedentary,mild weight gain,59,female,22.4
17.4,sedentary,lean muscle gain,40,male,19.1
17.5,sedentary,mild weight gain,63,male,18.6
15.3,moderate,lean muscle gain,20,female,24.3
17.1,light,moderate weight gain,35,female,22.8
16.3,very active,aggressive weight gain,27,female,21.7
17.5,moderate,moderate weight gain,34,male,23.2
15.7,sedentary,extreme weight gain,45,male,23.6
18.0,moderate,lean muscle gain,19,male,22.8
18.0,light,extreme weight gain,60,male,22.6
17.7,moderate,moderate weight gain,30,female,21.2
17.0,moderate,extreme weight gain,45,male,21.1
16.0,light,mild weight gain,18,female,23.1
15.5,very active,mild weight gain,27,female,19.5
17.3,very active,extreme weight gain,36,male,24.1
17.7,active,extreme weight gain,44,female,18.6
16.9,very active,moderate weight gain,41,male,20.1
17.8,very active,extreme weight gain,63,female,19.9
16.3,sedentary,mild weight gain,38,male,20.2
16.3,moderate,mild weight gain,22,female,22.0
18.0,moderate,mild weight gain,39,male,20.7
15.5,very active,extreme weight gain,64,female,22.8
15.4,very active,moderate weight gain,54,female,19.6
17.7,sedentary,mild weight gain,60,female,20.4
18.0,light,extreme weight gain,53,female,20.0
16.8,moderate,extreme weight gain,41,female,22.4
18.4,sedentary,mild weight gain,36,male,21.2
17.4,sedentary,lean muscle gain,51,male,23.0
16.9,very active,lean muscle gain,46,male,22.2
15.5,very active,lean muscle gain,43,male,22.9
17.3,very active,mild weight gain,34,male,23.4
15.2,very active,lean muscle gain,60,female,21.5
17.4,active,mild weight gain,18,male,24.1
17.8,moderate,extreme weight gain,58,male,23.9
16.5,light,mild weight gain,62,male,19.7
16.6,sedentary,moderate weight gain,19,female,19.0
15.1,sedentary,extreme weight gain,32,female,21.6
16.9,light,moderate weight gain,30,male,24.8
18.4,very active,aggressive weight gain,59,male,20.0
16.5,moderate,extreme weight gain,28,female,18.9
16.2,moderate,moderate weight gain,26,female,24.4
17.1,sedentary,extreme weight gain,25,male,19.1
17.0,very active,moderate weight gain,34,male,23.5
17.3,very active,aggressive weight gain,24,female,22.5
15.7,very active,moderate weight gain,34,female,24.2
17.6,light,extreme weight gain,59,male,22.3
16.8,active,moderate weight gain,30,male,23.4
15.9,moderate,mild weight gain,57,male,19.8
15.7,active,moderate weight gain,61,male,21.2
15.6,light,moderate weight gain,29,male,19.0
17.8,sedentary,mild weight gain,64,male,22.7
18.2,sedentary,lean muscle gain,49,female,22.6
16.6,moderate,extreme weight gain,24,female,20.3
15.2,active,extreme weight gain,54,female,23.5
16.3,sedentary,lean muscle gain,39,female,21.3
16.4,very active,extreme weight gain,63,female,24.2
17.7,moderate,lean muscle gain,24,female,21.2
17.3,moderate,mild weight gain,55,female,19.1
17.8,very active,aggressive weight gain,49,male,24.3
17.9,moderate,lean muscle gain,30,male,24.9
18.3,very active,aggressive weight gain,28,female,24.2
16.1,moderate,moderate weight gain,49,female,22.7
15.1,moderate,moderate weight gain,52,male,23.9
17.1,light,aggressive weight gain,42,female,24.0
18.4,moderate,moderate weight gain,27,male,23.3
16.3,moderate,aggressive weight gain,63,female,20.0
16.2,moderate,lean muscle gain,38,female,21.9
16.7,light,extreme weight gain,55,male,24.0
16.7,very active,moderate weight gain,44,male,24.6
17.9,moderate,lean muscle gain,61,male,19.2
15.2,sedentary,mild weight gain,27,female,22.6
15.5,active,mild weight gain,32,female,22.6
17.4,sedentary,lean muscle gain,63,female,21.4
15.2,sedentary,aggressive weight gain,60,male,22.9
17.8,moderate,extreme weight gain,43,female,23.6
18.0,sedentary,moderate weight gain,53,female,22.2
17.0,moderate,extreme weight gain,25,male,22.3
16.4,active,extreme weight gain,33,female,19.0
17.2,very active,aggressive weight gain,64,female,19.9
15.7,sedentary,aggressive weight gain,37,male,23.2
18.1,sedentary,lean muscle gain,47,female,22.5
16.1,active,mild weight gain,34,female,18.9
18.0,moderate,moderate weight gain,24,female,20.5
15.6,light,moderate weight gain,49,female,21.5
16.5,very active,mild weight gain,57,female,21.9
16.5,moderate,lean muscle gain,47,female,20.3
15.4,sedentary,extreme weight gain,30,female,20.1
18.3,active,moderate weight gain,55,male,19.6
18.4,light,aggressive weight gain,45,female,20.2
17.7,light,aggressive weight gain,61,female,19.4
15.6,sedentary,moderate weight gain,59,male,24.1
16.4,very active,mild weight gain,35,male,21.4
18.4,light,lean muscle gain,34,female,22.8
18.0,moderate,lean muscle gain,35,male,20.9
17.5,active,aggressive weight gain,24,male,21.7
17.9,active,aggressive weight gain,42,female,21.1
15.4,sedentary,mild weight gain,54,female,19.8
22.1,light,fitness,48,female,22.2
20.0,sedentary,weight maintenance,49,male,22.0
19.4,active,weight maintenance,47,male,22.2
19.9,light,lean muscle gain,39,female,19.7
24.4,sedentary,fitness,31,female,24.7
23.6,moderate,lean muscle gain,48,male,20.9
23.6,sedentary,healthy lifestyle,58,male,19.6
19.9,active,weight maintenance,62,male,24.1
22.3,active,weight maintenance,34,female,18.8
20.2,very active,weight maintenance,41,female,22.0
20.0,moderate,fitness,64,male,24.6
22.3,active,weight maintenance,33,male,18.5
21.6,sedentary,fitness,56,male,21.3
23.4,light,weight maintenance,60,male,21.0
23.4,sedentary,lean muscle gain,36,female,18.8
22.8,active,healthy lifestyle,40,female,21.5
18.7,active,weight maintenance,64,male,22.0
23.6,sedentary,lean muscle gain,32,female,23.3
23.1,sedentary,lean muscle gain,25,male,19.2
19.6,light,fitness,28,male,20.9
19.3,light,weight maintenance,38,male,23.4
23.8,light,fitness,54,male,24.4
23.8,sedentary,weight maintenance,52,male,21.9
20.7,moderate,fitness,57,male,18.7
22.6,moderate,lean muscle gain,55,female,22.3
23.9,moderate,lean muscle gain,21,female,24.6
20.3,light,weight maintenance,49,male,20.3
23.0,moderate,fitness,52,female,22.5
19.0,sedentary,fitness,35,female,21.3
23.8,light,lean muscle gain,55,female,24.5
19.6,active,healthy lifestyle,41,male,20.0
24.7,light,healthy lifestyle,41,female,21.4
18.9,active,lean muscle gain,57,female,24.3
19.6,moderate,fitness,44,female,20.4
23.5,sedentary,weight maintenance,61,female,21.5
23.1,light,lean muscle gain,29,male,24.0
20.4,sedentary,fitness,42,female,20.4
19.7,sedentary,lean muscle gain,39,male,20.7
23.2,very active,healthy lifestyle,63,female,21.9
23.2,sedentary,fitness,22,female,22.5
24.3,active,healthy lifestyle,35,male,20.7
23.8,moderate,lean muscle gain,27,male,22.1
24.5,moderate,weight maintenance,22,female,19.0
22.2,moderate,weight maintenance,55,male,21.5
19.9,light,weight maintenance,57,female,24.2
22.4,active,lean muscle gain,56,female,24.0
23.6,very active,weight maintenance,45,female,23.3
23.6,light,weight maintenance,64,female,18.7
18.8,active,weight maintenance,39,female,18.8
24.8,sedentary,healthy lifestyle,59,female,22.2
24.2,moderate,weight maintenance,33,female,23.3
19.5,light,weight maintenance,34,female,18.8
21.5,moderate,fitness,31,male,21.6
19.4,very active,healthy lifestyle,30,male,22.2
20.3,active,fitness,22,female,19.8
19.0,light,fitness,64,male,21.2
20.5,moderate,lean muscle gain,35,female,20.1
22.1,very active,healthy lifestyle,61,male,23.1
21.8,active,healthy lifestyle,34,male,23.5
20.8,light,lean muscle gain,61,female,22.0
20.5,moderate,fitness,18,male,21.3
20.8,light,lean muscle gain,31,male,21.1
18.9,active,lean muscle gain,33,female,21.0
24.3,light,lean muscle gain,49,male,19.5
23.0,moderate,healthy lifestyle,26,male,19.1
19.9,active,healthy lifestyle,56,female,24.2
20.5,light,fitness,35,female,20.3
22.8,active,fitness,60,female,21.2
19.4,light,weight maintenance,63,female,23.8
20.9,light,fitness,32,female,24.4
22.0,light,lean muscle gain,23,female,20.3
24.2,light,healthy lifestyle,60,male,22.1
23.0,sedentary,weight maintenance,36,male,20.6
24.0,moderate,fitness,18,female,23.8
20.9,very active,healthy lifestyle,59,male,22.5
24.9,sedentary,fitness,58,male,19.7
19.7,very active,healthy lifestyle,40,female,22.5
23.5,sedentary,fitness,31,female,19.3
19.0,sedentary,weight maintenance,31,male,21.0
22.4,moderate,healthy lifestyle,28,male,19.5
23.8,sedentary,lean muscle gain,19,female,24.7
18.7,moderate,healthy lifestyle,33,male,24.4
18.6,moderate,fitness,33,female,24.0
23.5,light,lean muscle gain,30,female,20.5
24.7,moderate,healthy lifestyle,44,male,22.0
20.2,active,lean muscle gain,30,female,24.3
19.5,sedentary,lean muscle gain,53,male,19.9
19.1,active,lean muscle gain,46,male,19.1
24.1,light,healthy lifestyle,62,female,19.0
21.7,moderate,healthy lifestyle,53,male,21.3
21.9,light,weight maintenance,54,male,19.5
24.3,sedentary,fitness,53,female,22.0
21.1,very active,fitness,53,female,22.9
21.0,very active,healthy lifestyle,46,female,23.0
24.2,active,weight maintenance,56,male,24.2
21.1,sedentary,lean muscle gain,26,female,20.0
23.8,active,healthy lifestyle,28,male,21.0
19.0,active,fitness,30,female,18.7
21.3,active,healthy lifestyle,59,female,21.7
20.8,very active,weight maintenance,48,male,23.4
24.8,moderate,lean muscle gain,27,female,23.4
22.5,very active,healthy lifestyle,60,female,22.8
23.8,active,healthy lifestyle,43,male,22.1
23.7,sedentary,healthy lifestyle,45,female,18.8
20.4,light,healthy lifestyle,19,female,19.8
24.0,light,healthy lifestyle,57,female,19.2
22.8,active,healthy lifestyle,59,male,23.9
22.3,light,lean muscle gain,47,female,22.4
20.3,very active,fitness,59,female,23.4
20.6,light,healthy lifestyle,54,female,22.7
19.3,active,fitness,60,male,22.4
23.2,light,weight maintenance,19,female,20.7
20.6,sedentary,fitness,49,male,21.5
20.2,active,fitness,18,male,18.7
22.0,moderate,fitness,48,male,19.6
24.7,active,weight maintenance,45,female,18.8
22.1,light,fitness,31,male,21.7
22.3,light,lean muscle gain,39,female,20.7
24.0,very active,lean muscle gain,42,female,24.8
22.8,light,fitness,20,male,22.8
18.5,moderate,weight maintenance,21,male,20.2
22.6,active,lean muscle gain,34,male,22.3
23.9,active,weight maintenance,58,female,19.3
24.4,very active,healthy lifestyle,40,female,22.7
20.3,moderate,weight maintenance,48,male,20.4
20.8,very active,healthy lifestyle,37,male,20.1
24.3,sedentary,healthy lifestyle,39,female,22.0
22.4,sedentary,lean muscle gain,18,female,21.0
19.4,moderate,weight maintenance,43,female,19.0
24.9,sedentary,healthy lifestyle,64,male,22.2
21.1,very active,lean muscle gain,50,male,22.8
23.2,active,lean muscle gain,37,male,22.8
20.1,moderate,fitness,36,female,23.6
19.1,very active,lean muscle gain,39,female,23.5
21.3,moderate,healthy lifestyle,25,female,22.4
22.0,moderate,fitness,40,male,21.9
20.3,moderate,lean muscle gain,56,male,23.4
22.2,moderate,fitness,59,male,22.0
24.5,moderate,lean muscle gain,23,female,21.8
22.3,active,weight maintenance,52,female,22.7
22.0,moderate,healthy lifestyle,21,male,19.4
23.0,active,healthy lifestyle,54,female,23.4
23.2,very active,weight maintenance,21,male,24.4
24.5,light,healthy lifestyle,45,female,22.8
22.0,light,lean muscle gain,60,male,23.6
20.7,very active,healthy lifestyle,50,female,23.7
19.6,active,weight maintenance,20,female,18.9
19.2,very active,healthy lifestyle,63,female,24.5
24.8,moderate,healthy lifestyle,55,female,18.5
23.7,sedentary,fitness,58,female,24.5
21.6,very active,fitness,55,male,22.4
20.7,very active,lean muscle gain,51,female,19.3
23.2,light,lean muscle gain,18,male,19.8
22.3,moderate,lean muscle gain,41,male,24.1
20.4,moderate,healthy lifestyle,49,female,21.9
19.4,very active,lean muscle gain,52,male,19.6
24.1,very active,weight maintenance,56,female,20.9
20.5,sedentary,lean muscle gain,47,female,21.5
20.5,active,fitness,53,female,23.6
20.5,very active,weight maintenance,43,male,19.7
20.6,active,lean muscle gain,41,female,21.0
21.5,very active,fitness,59,male,21.2
19.5,moderate,healthy lifestyle,26,female,23.5
19.1,sedentary,healthy lifestyle,32,female,23.7
22.6,light,healthy lifestyle,24,male,20.9
21.4,light,weight maintenance,61,male,23.3
19.8,moderate,fitness,21,male,21.3
21.7,light,lean muscle gain,23,female,18.9
23.5,moderate,lean muscle gain,48,female,22.3
19.6,moderate,healthy lifestyle,26,female,21.2
19.7,very active,fitness,49,male,18.9
20.0,very active,healthy lifestyle,64,male,22.8
19.7,moderate,fitness,29,male,19.8
24.0,moderate,lean muscle gain,25,male,24.6
19.7,moderate,weight maintenance,20,male,21.5
22.0,moderate,lean muscle gain,26,female,21.8
20.2,light,weight maintenance,39,female,19.2
21.9,light,healthy lifestyle,33,female,21.4
21.4,light,lean muscle gain,42,male,21.4
23.6,sedentary,lean muscle gain,40,male,23.3
22.9,sedentary,fitness,30,male,23.2
22.1,active,healthy lifestyle,45,male,19.0
20.6,sedentary,lean muscle gain,49,female,23.4
22.2,sedentary,fitness,20,female,18.6
22.3,very active,weight maintenance,22,male,23.2
18.8,light,fitness,27,male,22.5
19.2,active,healthy lifestyle,30,female,20.6
22.5,moderate,healthy lifestyle,56,male,22.6
22.9,very active,lean muscle gain,41,male,24.7
22.5,moderate,fitness,29,male,23.2
20.2,sedentary,healthy lifestyle,45,male,23.2
18.9,very active,fitness,52,female,19.7
22.7,very active,fitness,40,female,21.4
24.9,moderate,lean muscle gain,62,female,19.4
18.6,very active,fitness,57,male,23.2
24.8,moderate,lean muscle gain,40,male,19.8
23.0,very active,healthy lifestyle,35,male,22.3
20.1,moderate,weight maintenance,61,female,22.7
18.9,moderate,fitness,24,female,23.8
18.8,moderate,weight maintenance,62,male,23.0
23.6,very active,weight maintenance,40,female,23.2
20.2,sedentary,lean muscle gain,58,female,21.2
20.3,moderate,weight maintenance,55,female,18.5
18.7,moderate,healthy lifestyle,52,male,22.2
19.1,sedentary,lean muscle gain,41,male,22.5
20.1,sedentary,weight maintenance,60,female,22.6
24.2,moderate,healthy lifestyle,36,male,22.3
23.3,sedentary,fitness,36,male,24.3
20.2,light,fitness,42,male,19.8
22.3,sedentary,lean muscle gain,60,male,22.3
23.1,sedentary,lean muscle gain,35,female,23.4
18.6,active,healthy lifestyle,57,male,20.8
20.5,sedentary,lean muscle gain,32,male,20.4
22.1,very active,lean muscle gain,32,female,23.0
24.2,active,fitness,62,female,23.7
19.8,moderate,lean muscle gain,63,female,19.4
24.2,moderate,weight maintenance,59,male,20.1
19.8,very active,fitness,26,female,21.2
21.8,active,healthy lifestyle,56,female,22.9
23.6,very active,fitness,43,male,19.0
24.2,light,lean muscle gain,61,male,19.5
19.3,very active,fitness,56,female,22.8
19.8,light,healthy lifestyle,35,male,21.7
22.6,moderate,fitness,36,female,23.3
19.8,sedentary,lean muscle gain,32,male,23.5
20.6,sedentary,healthy lifestyle,55,female,23.4
20.9,sedentary,lean muscle gain,64,female,20.7
19.2,active,lean muscle gain,36,female,20.1
22.0,moderate,fitness,51,female,24.4
19.4,very active,fitness,42,male,22.9
21.7,light,healthy lifestyle,51,female,22.6
23.6,moderate,fitness,38,female,24.0
22.7,moderate,lean muscle gain,49,female,23.3
24.0,sedentary,weight maintenance,25,female,19.3
22.6,moderate,fitness,62,female,22.5
24.0,active,healthy lifestyle,58,male,24.6
23.9,light,healthy lifestyle,53,male,22.0
21.8,moderate,lean muscle gain,22,female,22.4
23.8,moderate,lean muscle gain,31,male,23.0
23.0,sedentary,lean muscle gain,41,female,24.4
19.2,light,healthy lifestyle,32,female,21.1
20.7,moderate,fitness,64,male,24.0
20.4,very active,lean muscle gain,47,female,23.5
22.0,active,fitness,46,female,24.7
19.6,very active,weight maintenance,55,female,21.5
24.8,sedentary,weight maintenance,31,male,20.1
22.3,very active,weight maintenance,39,male,21.2
24.2,sedentary,healthy lifestyle,34,female,24.0
20.1,very active,healthy lifestyle,51,female,23.3
22.3,very active,weight maintenance,37,female,24.9
20.7,sedentary,weight maintenance,59,male,18.9
19.2,light,healthy lifestyle,46,female,22.0
23.2,sedentary,healthy lifestyle,50,male,24.1
19.3,light,healthy lifestyle,60,male,21.8
22.5,sedentary,healthy lifestyle,53,female,23.1
24.9,light,fitness,41,female,20.0
22.5,very active,weight maintenance,54,male,19.0
22.8,light,healthy lifestyle,47,female,21.8
21.9,light,fitness,24,female,18.7
20.3,active,fitness,60,male,23.5
23.0,moderate,healthy lifestyle,29,female,20.7
20.0,active,lean muscle gain,44,female,23.7
24.8,sedentary,lean muscle gain,64,male,24.6
19.7,active,healthy lifestyle,47,male,22.1
24.1,very active,healthy lifestyle,58,female,24.3
19.2,light,healthy lifestyle,34,female,24.6
20.6,moderate,lean muscle gain,36,male,19.6
19.0,very active,weight maintenance,38,male,24.3
19.3,sedentary,healthy lifestyle,38,male,19.6
19.4,light,lean muscle gain,45,male,21.3
23.9,sedentary,weight maintenance,40,male,21.7
19.8,light,fitness,62,female,20.3
23.3,moderate,fitness,27,female,21.4
20.5,sedentary,lean muscle gain,18,female,21.7
19.3,moderate,fitness,23,male,21.1
19.7,very active,healthy lifestyle,32,female,24.6
24.7,active,weight maintenance,44,male,23.2
23.0,light,weight maintenance,33,male,21.7
22.5,very active,fitness,52,male,21.6
22.5,sedentary,weight maintenance,58,male,22.6
23.3,light,healthy lifestyle,24,male,23.8
20.6,light,healthy lifestyle,43,female,20.5
22.9,active,weight maintenance,50,female,22.0
24.7,moderate,lean muscle gain,29,female,22.7
22.3,moderate,lean muscle gain,34,female,21.9
21.5,light,healthy lifestyle,53,female,23.6
24.2,active,fitness,43,male,20.7
24.0,moderate,weight maintenance,55,male,23.1
19.0,sedentary,weight maintenance,41,male,19.4
23.9,active,fitness,41,male,21.0
20.7,light,lean muscle gain,47,female,19.2
23.1,light,healthy lifestyle,46,female,20.0
19.0,light,lean muscle gain,37,male,24.1
22.3,sedentary,weight maintenance,48,female,19.8
24.6,moderate,lean muscle gain,26,male,23.2
20.1,very active,healthy lifestyle,36,female,21.5
24.4,light,fitness,45,male,21.2
21.3,light,weight maintenance,59,male,21.6
22.1,sedentary,lean muscle gain,20,male,23.4
23.6,active,lean muscle gain,24,female,23.8
23.2,very active,fitness,18,male,23.7
18.6,light,lean muscle gain,46,male,18.9
20.8,sedentary,fitness,60,female,22.6
19.8,light,weight maintenance,62,female,20.4
19.9,very active,fitness,28,female,24.7
21.2,active,fitness,61,male,21.5
23.0,light,lean muscle gain,43,male,20.1
19.8,light,fitness,26,male,18.5
20.1,active,fitness,37,female,22.7
23.2,active,lean muscle gain,19,female,22.3
24.7,light,lean muscle gain,63,female,22.2
21.7,light,lean muscle gain,47,male,19.6
21.0,moderate,fitness,37,male,21.5
23.9,moderate,weight maintenance,28,male,19.0
21.3,very active,weight maintenance,26,male,19.6
19.4,light,weight maintenance,25,male,20.3
23.9,light,lean muscle gain,52,male,23.0
24.6,active,fitness,61,male,23.1
20.2,light,weight maintenance,34,male,18.8
20.4,active,healthy lifestyle,21,female,21.9
19.6,sedentary,lean muscle gain,35,male,20.9
19.3,light,fitness,23,female,19.3
20.6,sedentary,healthy lifestyle,29,male,21.6
21.1,active,weight maintenance,53,female,20.3
23.7,active,weight maintenance,59,female,20.1
21.7,light,weight maintenance,39,male,24.0
19.4,active,lean muscle gain,40,male,18.9
20.3,very active,lean muscle gain,39,female,23.1
24.0,sedentary,healthy lifestyle,55,female,18.8
20.6,very active,lean muscle gain,23,male,22.8
20.3,sedentary,healthy lifestyle,35,female,21.4
23.3,active,lean muscle gain,59,male,21.4
20.1,light,lean muscle gain,59,female,23.8
21.5,sedentary,lean muscle gain,57,female,23.6
21.0,sedentary,weight maintenance,19,female,23.1
19.1,active,healthy lifestyle,35,female,21.0
20.7,active,weight maintenance,27,male,22.5
23.4,light,fitness,53,male,24.7
22.3,active,fitness,36,female,23.0
21.4,moderate,fitness,33,male,21.6
19.1,sedentary,lean muscle gain,35,male,21.2
22.0,very active,healthy lifestyle,46,male,19.6
24.0,light,healthy lifestyle,29,female,22.1
18.6,very active,weight maintenance,39,female,24.7
19.0,light,fitness,41,female,22.9
19.3,active,weight maintenance,49,male,22.2
24.1,light,lean muscle gain,30,male,22.7
19.3,light,lean muscle gain,24,female,20.5
21.1,active,weight maintenance,23,male,20.4
19.8,very active,weight maintenance,40,male,23.0
21.4,sedentary,healthy lifestyle,56,female,20.1
19.8,very active,healthy lifestyle,21,female,24.6
22.1,sedentary,lean muscle gain,29,female,18.6
23.7,active,weight maintenance,29,male,24.2
24.3,moderate,weight maintenance,51,female,21.0
19.7,very active,lean muscle gain,31,male,21.3
24.5,sedentary,healthy lifestyle,58,female,20.3
24.4,moderate,weight maintenance,32,female,24.9
20.5,moderate,fitness,29,female,21.1
24.8,active,weight maintenance,40,female,22.6
20.0,sedentary,weight maintenance,35,male,22.5
24.6,light,weight maintenance,31,female,19.9
21.6,light,healthy lifestyle,45,female,19.4
24.4,light,fitness,18,male,20.0
22.7,moderate,healthy lifestyle,41,male,19.3
22.2,light,weight maintenance,55,male,22.8
21.2,sedentary,lean muscle gain,24,male,23.0
18.5,moderate,healthy lifestyle,51,male,22.9
24.3,sedentary,healthy lifestyle,30,male,23.1
21.3,active,fitness,53,male,24.5
23.0,sedentary,fitness,29,male,19.0
18.7,active,healthy lifestyle,40,female,23.2
22.1,active,lean muscle gain,54,male,18.8
20.4,very active,healthy lifestyle,47,male,21.5
19.7,active,lean muscle gain,36,male,19.3
19.8,very active,lean muscle gain,51,female,18.6
20.7,light,weight maintenance,30,male,24.8
24.2,moderate,lean muscle gain,38,female,21.4
19.3,very active,fitness,38,male,24.7
18.6,sedentary,fitness,48,female,23.5
22.4,moderate,lean muscle gain,50,male,21.2
23.4,very active,healthy lifestyle,53,female,24.2
20.1,sedentary,weight maintenance,24,female,21.8
21.6,active,lean muscle gain,55,female,24.6
24.2,very active,fitness,64,female,20.2
24.6,sedentary,weight maintenance,62,male,23.8
23.8,moderate,weight maintenance,62,female,21.0
18.9,active,weight maintenance,51,male,19.0
21.5,moderate,weight maintenance,30,male,23.1
24.3,light,healthy lifestyle,36,female,18.5
19.1,light,healthy lifestyle,37,male,19.5
18.6,active,healthy lifestyle,34,male,20.1
24.9,moderate,healthy lifestyle,34,male,20.3
21.1,sedentary,weight maintenance,47,female,19.6
23.9,active,healthy lifestyle,41,female,18.9
20.4,moderate,lean muscle gain,35,male,19.1
24.0,sedentary,weight maintenance,32,female,23.7
21.3,active,weight maintenance,52,female,23.5
23.6,active,weight maintenance,38,male,20.7
23.3,moderate,healthy lifestyle,49,female,20.0
19.7,moderate,lean muscle gain,35,male,21.8
19.4,active,lean muscle gain,48,female,22.1
22.7,active,fitness,26,male,21.0
23.1,moderate,healthy lifestyle,35,male,19.3
21.8,active,lean muscle gain,42,female,22.9
20.6,active,weight maintenance,55,male,21.9
18.8,sedentary,healthy lifestyle,48,female,21.0
24.6,light,fitness,29,male,23.1
21.1,active,fitness,34,female,21.3
21.1,moderate,lean muscle gain,56,male,18.5
18.5,very active,fitness,51,female,21.6
22.9,very active,fitness,49,male,23.7
24.5,moderate,healthy lifestyle,29,male,22.8
20.7,light,lean muscle gain,27,male,22.5
23.1,moderate,weight maintenance,49,female,20.2
18.5,very active,lean muscle gain,55,female,21.8
24.1,active,weight maintenance,54,female,21.2
23.1,active,weight maintenance,57,male,20.8
24.0,moderate,fitness,34,female,23.9
20.5,sedentary,fitness,30,female,18.9
19.9,moderate,fitness,39,male,19.6
19.4,active,fitness,29,female,24.0
24.3,very active,weight maintenance,62,female,24.0
21.9,sedentary,lean muscle gain,33,female,21.4
20.3,very active,fitness,28,female,21.5
24.2,light,lean muscle gain,51,male,22.1
18.8,very active,fitness,23,male,20.0
19.3,light,fitness,33,male,22.7
22.0,very active,healthy lifestyle,23,male,20.4
20.4,light,lean muscle gain,39,female,22.5
19.2,very active,lean muscle gain,54,male,22.6
22.6,very active,healthy lifestyle,35,female,21.4
19.0,moderate,healthy lifestyle,27,male,24.0
19.4,light,healthy lifestyle,50,female,22.9
19.2,active,fitness,47,male,19.4
21.5,active,weight maintenance,56,male,19.2
23.3,light,weight maintenance,44,female,22.6
20.1,very active,healthy lifestyle,55,male,19.4
24.5,light,lean muscle gain,48,male,22.4
23.2,very active,fitness,56,female,20.3
21.5,very active,lean muscle gain,28,male,23.6
24.9,sedentary,weight maintenance,56,male,19.0
20.7,active,healthy lifestyle,64,female,18.6
24.1,moderate,healthy lifestyle,45,male,21.8
23.4,active,healthy lifestyle,19,female,23.3
18.9,light,weight maintenance,26,female,22.3
21.5,light,fitness,29,female,23.5
21.9,sedentary,healthy lifestyle,27,male,18.9
20.8,very active,fitness,55,male,22.9
20.2,moderate,lean muscle gain,18,female,20.5
22.3,very active,lean muscle gain,33,male,24.1
21.7,moderate,fitness,43,female,24.1
22.2,sedentary,healthy lifestyle,25,female,19.4
21.4,very active,lean muscle gain,38,female,22.8
23.1,light,weight maintenance,46,female,21.8
22.2,light,weight maintenance,33,female,22.9
19.7,sedentary,lean muscle gain,46,female,19.7
21.9,very active,weight maintenance,26,male,19.2
22.3,light,weight maintenance,60,female,20.3
22.2,very active,fitness,24,female,23.2
20.8,light,weight maintenance,26,male,19.3
22.5,light,lean muscle gain,42,female,19.0
20.6,light,fitness,19,female,22.4
23.0,active,fitness,54,female,23.8
23.9,sedentary,weight maintenance,34,male,20.3
24.6,sedentary,healthy lifestyle,20,female,18.7
23.5,active,weight maintenance,43,male,19.9
19.9,moderate,lean muscle gain,45,female,19.4
24.3,sedentary,healthy lifestyle,32,female,19.4
22.2,sedentary,healthy lifestyle,43,male,20.7
24.3,very active,fitness,28,female,24.4
24.8,light,healthy lifestyle,24,male,24.3
21.4,sedentary,fitness,50,male,20.2
